0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2208,17,80,415,110,510,331,556,156,2076,0,0,0,0,0,0,0,0,0,0
193,12,317,3102,2035,289,571,102,1697,0,0,0,0,0,0,0,0,0,0,0
731,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,1349,253,1764,1163,68,25,3001,7243,15459,0,0,0,0,0,0,0,0,0,0
78,79,3,14,3,187,123,3411,187,12,3411,0,0,0,0,0,0,0,0,0
565,75,320,102,3723,317,22,110,2624,208,0,0,0,0,0,0,0,0,0,0
598,83,296,20,5001,350,284,165,2448,3803,0,0,0,0,0,0,0,0,0,0
3251,408,61,56,792,254,61,56,1358,593,15460,4494,114,3144,6071,4391,283,0,0,0
2523,611,1758,783,2448,3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,237,236,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,3803,350,284,165,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,3803,15461,350,284,165,240,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,3803,49,350,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7290,2010,314,167,23,10,546,340,7290,2010,625,85,1190,1754,150,5695,59,265,23,65
670,50,2476,123,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,6,4909,5918,4392,106,1728,397,2821,6,0,0,0,0,0,0,0,0,0,0
15463,15464,15465,964,516,5177,5178,1292,0,0,0,0,0,0,0,0,0,0,0,0
90,138,2292,170,129,7291,15466,437,1589,3762,15467,1642,3696,437,1589,153,604,2292,7291,6371
113,494,530,2097,133,614,15468,2046,0,0,0,0,0,0,0,0,0,0,0,0
8,2240,61,56,5290,140,264,5,0,0,0,0,0,0,0,0,0,0,0,0
15469,14,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,7782,61,56,920,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,15,644,3362,7292,328,15470,1026,866,1062,0,0,0,0,0,0,0,0,0,0
10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,484,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,36,10,32,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,15471,1354,15472,385,58,417,0,0,0,0,0,0,0,0,0,0,0,0,0
33,984,19,215,146,5,110,1193,305,438,352,0,0,0,0,0,0,0,0,0
192,312,9731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,922,75,6372,21,125,15473,5619,0,0,0,0,0,0,0,0,0,0,0,0
735,231,1946,748,8596,15474,5610,3628,986,3136,2,0,0,0,0,0,0,0,0,0
103,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,153,170,9,316,2,1946,1511,7234,354,955,4600,15475,1133,81,378,131,0,0,0
2498,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,803,4817,1170,2823,629,4614,124,0,0,0,0,0,0,0,0,0,0,0,0
70,21,307,8,59,372,3,307,8,59,2290,406,1389,5696,372,11,39,172,286,70
764,2,1946,40,293,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,4,2163,404,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6336,152,37,300,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1448,1424,2879,910,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,296,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,160,2155,610,4,121,1523,477,4393,1029,60,10,1589,23,10,50,91,16,477,5280
193,885,2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,56,33,186,26,3864,15477,390,0,0,0,0,0,0,0,0,0,0,0,0
11,39,110,61,56,21,11,39,110,61,56,15478,744,446,263,46,327,61,56,894
416,983,16,983,89,192,2038,27,357,1462,43,11,36,329,566,16,19,652,461,3462
15480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,36,549,758,4735,7,7,135,807,14,34,1008,87,421,96,672,60,58,22,73
112,5646,2345,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,65,42,3363,5939,2775,1209,3363,15482,707,707,448,2542,3363,448,2222,65,42,507,2222
100,798,787,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8597,3500,578,230,90,401,1327,104,2585,133,1933,1158,5,619,8598,207,680,288,391,299
3851,799,15485,7293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,199,674,863,650,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,4359,722,2625,1423,1696,22,67,2020,722,148,287,183,427,816,722,909,111,1625,168
424,75,8194,4462,88,194,47,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,36,8599,5436,1020,353,952,47,333,31,70,3,2229,271,15486,586,296,123,8291,8474
3629,15487,178,51,235,2347,141,51,3374,7,148,71,2302,128,282,87,718,0,0,0
53,125,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,8595,1331,4059,23,513,340,625,1331,1190,5695,59,1261,167,23,10,513,109,5176,2011
557,1774,458,1617,1406,820,328,0,0,0,0,0,0,0,0,0,0,0,0,0
118,71,51,3880,111,9844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,2397,347,10734,2645,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,153,6,4469,2368,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,5089,158,5042,73,3,83,967,5089,158,153,7295,17,704,1083,1947,1007,6316,0,0
2414,5089,158,5042,73,3,83,967,5089,158,153,7295,17,704,1083,1947,1007,6316,0,0
2414,5089,158,5042,73,3,83,967,5089,158,153,7295,17,704,1083,1947,1007,6316,0,0
3769,10735,3074,444,2346,3213,240,553,2260,0,0,0,0,0,0,0,0,0,0,0
1077,193,2815,117,75,1026,57,533,0,0,0,0,0,0,0,0,0,0,0,0
39,23,15489,10736,15490,7035,286,134,43,112,1392,344,861,457,281,900,3736,7277,15491,2099
3617,143,80,5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,72,249,1093,318,43,13,1034,2490,0,0,0,0,0,0,0,0,0,0,0
296,20,409,1958,89,17,435,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1327,3406,15492,15493,18,36,1110,0,0,0,0,0,0,0,0,0,0,0,0
8600,4736,2595,580,5697,1495,155,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,1499,1172,1459,1624,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041,15494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,1348,636,61,56,36,420,550,1278,620,289,5,63,267,0,0,0,0,0,0
399,153,6,4469,2368,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,10131,425,8601,934,759,5921,618,759,2100,91,328,759,5649,46,10631,660,12,130,10737
2116,977,1077,317,46,1869,57,373,1075,8602,198,996,1628,126,2689,8603,882,882,10739,2885
2116,977,1077,317,46,1869,57,373,1075,8602,198,996,1628,126,2689,8603,882,882,10739,2885
59,851,394,2650,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,10493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,28,244,5048,380,4269,215,2274,0,0,0,0,0,0,0,0,0,0,0,0
577,1118,27,1334,15497,1420,2522,3487,5501,280,0,0,0,0,0,0,0,0,0,0
522,100,29,131,1113,252,6,239,20,2444,70,20,1113,41,15498,215,44,12,145,979
4077,15500,10740,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,23,95,2653,318,422,246,132,21,3169,749,780,42,23,3,64,564,1100,5698,4
1179,15502,448,91,29,103,233,260,17,546,83,1821,4520,3672,10741,74,1057,0,0,0
1348,214,1088,295,536,445,622,544,150,248,246,0,0,0,0,0,0,0,0,0
2280,15503,3235,11,36,416,21,17,623,69,178,1228,441,1460,1973,738,529,49,4051,304
1594,1226,39,784,59,90,645,1226,6354,55,6155,88,1805,0,0,0,0,0,0,0
1042,135,696,154,3417,5466,15,15510,1042,4272,53,135,1162,502,1972,353,3453,502,997,312
21,405,1393,12,21,405,1393,2858,2676,15511,1090,301,8605,405,405,60,15512,1393,89,952
17,215,328,1263,15514,2109,484,39,889,0,0,0,0,0,0,0,0,0,0,0
615,2247,222,24,11,201,1217,123,548,106,24,986,120,1039,3411,1522,486,0,0,0
616,85,771,2777,26,508,228,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,10735,1062,138,2346,2661,3213,264,144,240,3765,0,0,0,0,0,0,0,0,0
1825,2,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,5578,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,295,445,31,650,3092,371,182,1647,70,141,500,70,1022,695,1275,111,489,111,489
111,13,129,3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,849,267,92,221,2263,744,39,34,17,225,430,57,296,20,723,849,744,267,684
3540,2875,59,125,969,1077,206,13,3820,789,903,996,0,0,0,0,0,0,0,0
1543,461,1555,659,8285,553,84,179,1574,349,6971,73,1891,3214,3284,3131,15515,15516,169,11
1348,7297,321,1296,83,980,4634,4628,0,0,0,0,0,0,0,0,0,0,0,0
1777,68,17,1333,2241,27,18,6375,7116,32,4029,244,1117,10749,247,8607,2365,1287,77,0
780,298,15,11,36,12,16,29,225,1637,11,36,0,0,0,0,0,0,0,0
15517,15518,267,331,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10750,3016,9,4928,15519,7298,2390,583,1136,10751,6281,10752,727,0,0,0,0,0,0,0
4394,1026,73,1246,2611,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,5,5173,331,270,316,3364,5,4649,6376,378,3796,548,7220,1476,3364,1871,5,0,0
117,154,1453,20,15520,971,295,445,0,0,0,0,0,0,0,0,0,0,0,0
15,17,5630,293,72,7709,8,0,0,0,0,0,0,0,0,0,0,0,0,0
5700,392,59,5619,2236,3519,4,8,392,0,0,0,0,0,0,0,0,0,0,0
18,4737,10753,4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,4737,10753,4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,15521,4621,15522,73,592,531,978,2796,1093,0,0,0,0,0,0,0,0,0,0
7,164,356,688,7,164,356,688,559,487,277,11,75,90,1951,119,0,0,0,0
217,4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,211,1838,1019,1119,220,64,17,405,12,211,1201,4357,12,251,490,220,475,2924,5117
116,94,731,116,94,451,939,31,278,351,418,0,0,0,0,0,0,0,0,0
75,5578,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,3396,1763,10754,74,1377,233,260,0,0,0,0,0,0,0,0,0,0,0,0
543,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,329,739,79,38,446,1042,720,1000,2060,3,0,0,0,0,0,0,0,0,0
34,18,2510,15524,1047,34,385,58,148,526,0,0,0,0,0,0,0,0,0,0
656,1131,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15525,304,284,10039,289,2276,3196,3740,15526,15527,6377,0,0,0,0,0,0,0,0,0
7,1755,662,35,36,862,349,8,0,0,0,0,0,0,0,0,0,0,0,0
5050,726,15528,897,2139,551,1973,6,806,15529,15530,0,0,0,0,0,0,0,0,0
298,998,125,15531,4044,68,1312,2017,1474,0,0,0,0,0,0,0,0,0,0,0
8515,25,18,232,1094,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1077,1346,11,9977,68,34,8608,15532,10755,15533,0,0,0,0,0,0,0,0,0
1681,1757,5638,1231,1104,663,9551,270,257,0,0,0,0,0,0,0,0,0,0,0
424,314,257,2117,4929,5435,3224,9384,2230,2969,426,429,1732,5435,55,0,0,0,0,0
1637,20,295,536,3280,1185,2830,88,0,0,0,0,0,0,0,0,0,0,0,0
15534,2117,748,8596,83,296,20,2193,5701,20,0,0,0,0,0,0,0,0,0,0
15535,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15536,10756,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1632,1407,62,15537,85,305,15538,609,1884,3315,229,60,81,15539,59,229,10757,159,2938
19,27,39,34,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,309,35,36,10758,187,701,253,0,0,0,0,0,0,0,0,0,0,0,0
983,397,149,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,73,1569,400,4,89,73,13,357,1039,15,0,0,0,0,0,0,0,0,0
13,138,3197,5029,92,55,65,5,0,0,0,0,0,0,0,0,0,0,0,0
816,7999,670,392,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,436,6,5622,20,20,409,423,5622,116,436,1463,83,465,6,1204,2955,508,70,176
276,243,10,10759,126,6379,7300,77,4314,801,130,3857,15542,0,0,0,0,0,0,0
15,221,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,8122,57,19,193,267,63,8612,75,57,138,0,0,0,0,0,0,0,0,0
2813,4280,113,225,452,708,6380,1300,0,0,0,0,0,0,0,0,0,0,0,0
20,409,4898,1077,2175,4,1548,0,0,0,0,0,0,0,0,0,0,0,0,0
8115,1376,292,1862,121,3511,345,0,0,0,0,0,0,0,0,0,0,0,0,0
271,2981,54,5600,6907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,500,640,635,3687,4299,178,100,178,86,789,11,201,826,4600,1522,374,0,0,0
333,15543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,22,1448,2397,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,100,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2415,10,19,2415,10,187,47,119,0,0,0,0,0,0,0,0,0,0,0
3251,158,4180,961,87,3542,1214,2981,54,3542,8,1214,681,1398,297,8196,4395,2237,37,1198
374,730,15544,939,4984,389,262,155,653,730,96,1594,15545,199,685,939,485,47,5182,177
113,2822,626,27,4731,332,434,174,8001,854,61,56,574,10760,113,1453,377,989,0,0
25,438,220,220,3,750,6381,59,451,2062,438,0,0,0,0,0,0,0,0,0
187,127,301,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5645,9515,2513,4738,455,27,1079,0,0,0,0,0,0,0,0,0,0,0,0,0
6334,124,113,532,84,15546,8613,10761,0,0,0,0,0,0,0,0,0,0,0,0
90,332,1627,2,1894,1012,53,2412,226,46,1453,166,1431,734,563,2412,781,53,612,509
8115,1376,292,1862,121,3511,345,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,100,10762,3945,74,437,1134,117,2,0,0,0,0,0,0,0,0,0,0,0
132,3821,55,55,114,77,114,132,6737,390,231,10763,114,190,10764,871,55,17,446,1857
132,3821,55,55,114,77,114,132,6737,390,231,10763,114,190,10764,871,55,17,446,1857
8614,668,17,215,701,857,10766,1293,847,122,0,0,0,0,0,0,0,0,0,0
223,413,305,82,6603,15547,667,838,485,114,2665,7301,135,102,305,82,29,449,305,9
104,109,8066,1440,140,33,419,26,0,0,0,0,0,0,0,0,0,0,0,0
20,530,177,222,21,113,6380,81,65,0,0,0,0,0,0,0,0,0,0,0
119,2117,193,1128,960,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,2794,6108,69,5608,775,224,210,775,0,0,0,0,0,0,0,0,0,0,0
84,1780,3917,3218,1233,10769,3031,998,15553,204,406,78,84,720,3917,2646,1283,2622,854,84
3720,237,19,2822,356,1149,5662,7303,203,0,0,0,0,0,0,0,0,0,0,0
3008,10436,5134,587,2294,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,58,2914,401,4130,73,775,540,17,232,339,112,7091,242,1743,1692,1031,0,0,0
3579,735,265,10642,16,60,10,3080,280,251,407,0,0,0,0,0,0,0,0,0
232,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,295,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1341,1745,124,1460,123,329,739,7,2,124,6931,51,1117,6382,124,11,36,522,77
1062,484,518,5382,144,3252,2151,212,1613,198,697,720,144,95,230,617,3996,518,5382,122
358,176,8,293,72,2429,703,10770,4060,2584,3047,632,2024,96,250,1597,696,4060,439,176
113,6124,54,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,10771,7305,15554,135,2870,2304,8618,5901,195,40,216,15555,785,783,1044,8619,85,180,0
2317,808,1179,1011,8012,1036,621,34,3729,4909,1413,349,5451,4442,0,0,0,0,0,0
6077,1140,957,90,5183,292,2,1824,0,0,0,0,0,0,0,0,0,0,0,0
14,191,1219,165,1550,20,267,289,5,936,783,498,2061,3343,1091,3616,1197,41,193,3074
8273,39,34,182,34,1238,353,192,76,13,43,162,8,13,704,1337,38,42,34,105
767,8594,307,270,8,24,307,3467,1092,1066,294,284,307,685,792,116,878,801,1193,226
2250,20,22,5443,215,8277,76,1769,541,2734,138,2905,87,5184,22,0,0,0,0,0
2703,2425,3009,1980,3710,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,1919,15556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,4950,507,3163,2570,90,3701,4066,770,0,0,0,0,0,0,0,0,0,0,0
75,951,1236,86,208,133,6827,3469,10772,370,1297,1730,141,75,1976,88,70,6295,68,1157
875,42,23,422,42,4,780,16,357,1462,1555,659,659,1555,1378,7,187,533,64,357
138,3383,3197,392,6845,10777,249,907,1562,32,0,0,0,0,0,0,0,0,0,0
242,2190,247,129,2117,8071,636,323,746,1852,893,4739,15562,6672,10314,1998,22,6816,152,0
2199,939,10778,714,116,94,731,345,11,488,116,75,86,208,740,8623,0,0,0,0
287,7791,662,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3779,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,5134,189,425,32,157,3,2596,1866,1251,1176,600,322,0,0,0,0,0,0,0
178,1653,5571,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,3310,222,459,246,2222,10779,259,344,733,0,0,0,0,0,0,0,0,0,0
1145,1473,2813,4602,1616,2074,3143,155,7306,3018,45,113,0,0,0,0,0,0,0,0
1543,15563,11,303,165,312,2632,1342,78,123,1543,11,303,165,1256,1589,1380,15564,665,437
2678,245,26,1144,10649,12,145,119,0,0,0,0,0,0,0,0,0,0,0,0
2678,245,26,2678,15565,275,85,245,479,581,218,108,245,1233,12,366,26,33,78,85
3720,237,19,2822,356,1149,5662,7303,203,0,0,0,0,0,0,0,0,0,0,0
497,469,15566,151,15567,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,30,57,275,304,2300,1679,75,193,7253,917,1959,304,93,155,766,651,37,60,1603
16,1621,6385,8581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,56,15568,116,436,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3311,1647,30,3501,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,10780,1480,6386,297,604,1983,1347,2221,1121,0,0,0,0,0,0,0,0,0,0
2,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,15569,984,357,34,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,2673,49,393,482,4845,125,201,2475,4704,2024,940,19,1253,3126,1858,46,336,900,1393
9,3019,2812,87,146,5,2935,15575,2154,15576,3019,587,7216,2154,5147,1869,0,0,0,0
444,105,322,4341,24,463,660,1133,38,42,0,0,0,0,0,0,0,0,0,0
1895,1857,918,10784,15577,210,2774,1075,0,0,0,0,0,0,0,0,0,0,0,0
670,878,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,5357,91,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,1618,1335,18,243,15578,15579,18,1469,5421,951,598,29,218,34,13,6169,5421,13,1156
2449,3165,4,37,172,206,15580,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,497,37,104,74,1009,43,7309,100,0,0,0,0,0,0,0,0,0,0,0
61,56,2957,4188,7074,464,8,615,415,88,15581,692,4958,170,9895,1108,84,5,15582,0
5186,881,304,10,145,5187,31,1488,584,371,965,1110,7,335,14,31,661,0,0,0
1120,9870,1088,197,6,888,57,359,10785,47,0,0,0,0,0,0,0,0,0,0
199,15583,4335,1447,742,15584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,7310,3870,222,202,675,101,707,263,248,675,101,2430,467,0,0,0,0,0,0
78,11,36,3031,64,231,2021,280,12,256,11,36,621,1569,755,87,64,474,78,123
903,489,10786,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,3063,2221,856,15585,810,1933,10787,0,0,0,0,0,0,0,0,0,0,0,0
10788,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4824,4466,3284,3131,446,402,1410,0,0,0,0,0,0,0,0,0,0,0,0,0
54,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,124,705,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,147,959,1312,531,2949,1588,5657,15586,0,0,0,0,0,0,0,0,0,0,0
957,2280,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15587,2280,3562,494,520,1235,3401,57,6387,2280,265,242,1088,1581,595,0,0,0,0,0
54,226,174,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,693,125,1132,5107,10789,386,5160,212,1465,280,0,0,0,0,0,0,0,0,0
565,2317,193,2113,83,12,1824,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,7211,15588,45,9745,3477,4738,386,0,0,0,0,0,0,0,0,0,0,0,0
2017,598,117,5916,4304,10790,594,15589,5916,4304,10790,594,1344,0,0,0,0,0,0,0
7311,4723,718,670,2466,667,566,1367,7311,4723,1924,5033,718,562,670,2466,667,10791,3669,1317
7311,4723,718,670,2466,667,566,1367,7311,4723,1924,5033,718,562,670,2466,667,10791,3669,1317
2564,116,3274,21,2068,10022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,577,48,5468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,90,15590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,253,151,221,582,579,4396,9802,0,0,0,0,0,0,0,0,0,0,0,0
835,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3227,27,15591,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,415,19,415,930,621,302,15592,266,118,614,9,1430,287,59,509,657,1175,468,3701
6298,2279,1238,1809,1018,2382,57,0,0,0,0,0,0,0,0,0,0,0,0,0
127,441,240,7139,10,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,80,3774,63,451,254,2061,3343,1091,5066,269,487,5594,851,578,277,76,254,207,8127
139,37,1540,1113,298,1979,18,429,36,0,0,0,0,0,0,0,0,0,0,0
1488,9404,50,296,939,129,1741,0,0,0,0,0,0,0,0,0,0,0,0,0
71,24,9,536,248,5414,246,1911,278,582,5120,2,0,0,0,0,0,0,0,0
27,6657,385,15593,1928,939,2135,897,7164,0,0,0,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,36,516,7687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,693,125,1132,386,2018,212,1465,280,0,0,0,0,0,0,0,0,0,0,0
119,15594,10,16,10,332,8626,242,1693,100,6595,100,101,88,92,967,15595,2596,1069,10793
31,4397,1046,338,74,2442,120,1640,1043,4397,653,730,252,41,860,2883,4397,1058,21,4397
406,66,15598,1746,1972,15599,396,3406,15600,15601,0,0,0,0,0,0,0,0,0,0
744,348,538,278,48,10794,8418,229,485,209,1479,0,0,0,0,0,0,0,0,0
782,15602,23,210,4136,755,9836,0,0,0,0,0,0,0,0,0,0,0,0,0
483,515,457,14,74,738,557,10795,76,12,5272,946,16,89,5409,225,357,7,2,786
426,200,155,133,17,5599,4951,1087,1423,766,10,4,2,580,58,137,112,138,15604,224
54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,478,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8627,3155,669,826,1534,10796,1756,220,0,0,0,0,0,0,0,0,0,0,0,0
479,23,11,75,940,23,26,357,0,0,0,0,0,0,0,0,0,0,0,0
3575,2280,6389,529,34,1901,59,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2031,73,600,442,15605,485,372,127,885,781,141,979,239,145,127,0,0,0,0
296,20,296,20,1231,215,44,1191,130,19,0,0,0,0,0,0,0,0,0,0
15606,244,3498,5632,408,15,228,552,457,371,22,1566,0,0,0,0,0,0,0,0
851,15,276,315,25,2692,146,5,751,0,0,0,0,0,0,0,0,0,0,0
3063,15607,139,3068,199,3,104,972,2321,782,11,201,196,10797,191,464,792,359,0,0
1301,15608,3490,15609,401,25,3530,10798,724,284,228,724,4080,108,724,5119,0,0,0,0
6702,150,167,604,320,848,4442,10799,718,2647,2062,2962,110,1255,1433,299,8628,1447,211,10800
15610,577,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,264,3028,3107,1139,1771,10383,545,185,1572,0,0,0,0,0,0,0,0,0,0
50,21,13,21,211,36,67,2835,283,1503,781,1565,861,5455,53,447,39,0,0,0
64,18,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,939,182,939,3026,2975,4030,372,7313,2,7,1547,939,533,2975,4,20,51,2949,15611
117,44,1613,708,25,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,15,9,580,31,68,68,6894,850,15613,0,0,0,0,0,0,0,0,0,0
451,10801,40,693,125,6390,5703,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,67,6391,286,278,293,3466,228,5689,13,368,117,1506,13,2194,195,67,72,929,968
810,4030,99,1489,745,8046,20,15614,939,345,4214,36,810,764,99,1489,133,59,834,902
305,1077,1346,117,1413,305,50,3988,6932,0,0,0,0,0,0,0,0,0,0,0
808,309,10808,228,4671,14,348,792,66,10,113,15622,1132,892,349,60,3579,242,440,59
7317,1540,365,83,1130,88,5,2962,1540,0,0,0,0,0,0,0,0,0,0,0
1015,1069,2250,3096,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,200,4311,346,4082,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,937,668,256,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,468,7294,4060,1906,7931,15624,0,0,0,0,0,0,0,0,0,0,0,0,0
80,156,63,2509,86,3232,1404,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,777,135,360,111,2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
